StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,PhotoCriteria,Informed Consent,Prolific_ID,Age,Bio_Sex,Ethnicity,Ethnicity2,Gend_Ident.,RSQ_1a,RSQ_1b,RSQ_2a,RSQ_2b,RSQ_3a,RSQ_3b,RSQ_4a,RSQ_4b,RSQ_5a,RSQ_5b,RSQ_6a,RSQ_6b,RSQ_7a,RSQ_7b,RSQ_8a,RSQ_8b,BRCS_1,BRCS_2,BRCS_3,BRCS_4,PerceivedStress_1,PerceivedStress_2,PerceivedStress_3,PerceivedStress_4,PerceivedStress_5,PerceivedStress_6,PerceivedStress_7,PerceivedStress_8,PerceivedStress_9,PerceivedStress_10,attnchk,ERQ_1,ERQ_11,ERQ_12,ERQ_13,ERQ_14,ERQ_15,ERQ_16,ERQ_17,ERQ_18,ERQ_19,AQ_1,AQ_2,AQ_3,AQ_4,AQ_5,AQ_6,AQ_7,AQ_8,AQ_9,AQ_10,AQ_11,AQ_12,AQ_13,AQ_14,AQ_15,AQ_16,AQ_17,AQ_18,AQ_19,AQ_20,AQ_21,AQ_22,AQ_23,AQ_24,AQ_25,AQ_26,AQ_27,AQ_28,AQ_29,AQ_30,attnchk,AQ_31,AQ_32,AQ_33,AQ_34,AQ_35,AQ_36,AQ_37,AQ_38,AQ_39,AQ_40,AQ_41,AQ_42,AQ_43,AQ_44,AQ_45,AQ_46,AQ_47,AQ_48,AQ_49,AQ_50,SCS_1,SCS_2,SCS_3,SCS_4,SCS_5,SCS_6,SCS_7,SCS_8,SCS_9,SCS_10,SCS_11,SCS_12,SCS_13,SCS_14,SCS_15,SCS_16,SCS_17,SCS_18,SCS_19,SCS_20,NTBS_1,NTBS_2,NTBS_3,NTBS_4,NTBS_5,attnchk,NTBS_6,NTBS_7,NTBS_8,NTBS_9,NTBS_10,SRQ_1,SRQ_2,SRQ_3,SRQ_4,SRQ_5,SRQ_6,SRQ_7,SRQ_8,SRQ_9,SRQ_10,SRQ_11,SRQ_12,SRQ_13,SRQ_14,SRQ_15,SRQ_16,SRQ_17,SRQ_18,SRQ_19,SRQ_20,SRQ_21,SRQ_22,SRQ_23,PROLIFIC_PID,Create New Field or Choose From Dropdown...
Start Date,End Date,Response Type,IP Address,Progress,Duration (in seconds),Finished,Recorded Date,Response ID,Recipient Last Name,Recipient First Name,Recipient Email,External Data Reference,Location Latitude,Location Longitude,Distribution Channel,User Language,"Your photos should meet the following criteria:



1) They are photos that you've already posted to your Instagram account; please blur out/crop out your personal instagram handle. 

2) They evoke positive feelings only

3) They are original photos posted by you (not re-posts, memes, or quotes originally posted by someone else)

4) They do not contain any inappropriate or illegal content (revealing clothing, nudity, drug paraphernalia, expletives, or politically charged content, bullying or other types of offensive material)

5) They are photos and not screenshots of videos

6) Of the 30-35 photos, please have at least 5 photos that include yourself

7) They are not from a business or professional account

8) Do not upload any duplicates of the same photo, each photo must be different. If duplicates are detected, you may be ineligible to participate in the study.



Please confirm your understanding of the above requirements:","Adelphi University Informed Consent




Principal Investigator:         Dominic Fareri, Ph.D.

                                                

Research Purpose

The goal of this study is to begin to better characterize how our value of choice and decision-making is affected by social contexts. 



Description of the Research

You will be asked to take part in a computerized task in which the photographs you include and upload as part of your participation in the study will be shared with an anonymous partner(s). You will receive feedback from your partner(s) after your photos are shown. The feedback may come in the form of liked or disliked. Any photos submitted to the study will be immediately discarded upon completion of the study. You will then be given the option to make a series of choices in a lottery game or decline and have the computer participate in the task on your behalf. You will also be asked to complete a series of self-report questionnaires which may ask about your social experiences, personality and substance use either at the beginning or end of the session. The study will be broken up into two parts: in the first, you will be asked to complete a series of questionnaires and upload a series of photos off of your Instagram account; in the second part, you will complete a computerized task and post-task questionnaires.



Your participation in each part of this study will last between 40 minutes and 1.5 hours, depending on how quickly you complete the tasks.



Potential Risks

There are no known risks associated with your participation in this study.  You may experience mild discomfort from performing a computer task for up to one hour (i.e., strained eyes); however, there will be rest periods during the course of the experimental session to mediate any discomfort of this sort. You are able to withdraw from participation at any time if you feel any discomfort at all without penalty to you. 



Potential Benefits

There are no direct benefits to you for participating in this study.  Your participation will help us

understand how we are affected by different social contexts and how this may influence subsequent decisions. The findings from this set of studies may be helpful in understanding how social influence can have both positive and negative effects on our behavior, as well as our emotional and mental well-being.



Costs/Compensation

You will receive compensation for your participation in this study in the form of monetary compensation at the rate specified when you entered into the survey online on Prolific (e.g., between $5-$10 per hour).  You may also be eligible for bonus pay based on your choices and successfully completing the task.



Additional Information

Contact Persons

If you have any questions, at any time, about this research, or want to discuss any

possible study-related injuries, please contact Dr. Dominic Fareri at telephone number

516-877-4824.  If you experience any distress as a result of participation in this study, you may

seek out additional assistance by contacting Adelphi University’s Student Counseling Center

at 516-877-3646, located in the University Center, Rm 310.  You can also contact the Adelphi 

University Center for Psychological Services at 516-877-4820, located in the Hy Weinberg

Center. 



Confidentiality

Your identity as a participant in this research study will be kept confidential in any publication of the results of this study. The information obtained during this research (research records) will be kept confidential to the extent permitted by law. However, this research record may be reviewed by government agencies (such as the Department of Health and Human Services), the agency sponsoring this research, individuals who are authorized to monitor or audit the research, or the Institutional Review Board (the committee that oversees all research in human subjects at Adelphi University) if required by applicable laws or regulations.  The material will be maintained for up to 7 years. 



All data from this study will be stored on a password-protected computer and securely backed up on a password-protected external drive. Only the PI and designated personnel on the research team will have access to participants’ data.  All participants will be given a unique identifier to ensure confidentiality.  The key linking participants’ unique identifier and any protected information will be kept in a locked file cabinet separately from any data.  Only the PI and designated members of the research team will have access to this key. 



Voluntary Participation

Participation in this study is voluntary. You will be able to terminate your participation in this

study at any time with no penalty to you. 



Institutional Review Board Approval

This research has been reviewed and approved by the Adelphi University Institutional Review Board.  If you have any questions, concerns or comments, please contact the IRB chair, Dr. Carolyn Springer, 516-877-4753, springer@adelphi.edu.",Prolific ID:,Please report your age,Please select your biological sex at birth,Please select your ethnicity,Are you Hispanic or Latino?,Please select your gender identity,How concerned or anxious would you be over whether or not your parents would want to help you?,I would expect that they would want to help me.,How concerned or anxious would you be over whether or not your friend would want to talk with you?,I would expect that he/she would want to talk with me to try to work things out.,How concerned or anxious would you be over whether or not your parents would want you to come home?,I would expect I would be welcome at home.,How concerned or anxious would you be over whether or not your boyfriend/girlfriend would want to see you?,I would expect that he/she would want to see me.,How concerned or anxious would you be over whether or not your parents would want to come?,I would expect that my parents would want to come.,How concerned or anxious would you be over whether or not your friend would do this favor?,I would expect that he/she would willingly do this favor for me.,How concerned or anxious would you be over whether or not your boyfriend/girlfriend would say yes?,I would expect that he/she would answer yes sincerely.,How concerned or anxious would you be over whether or not the person would want to dance with you?,I would expect that he/she would want to dance with me.,I look for ways to alter difficult situations.,"Regardless of what happens to me, I believe I can control my reaction to it.",I believe I can grow in positive ways by dealing with difficult situations,I actively look for ways to replace the losses I encounter in life.,"In the last month, how often have you been upset
because of something that happened unexpectedly?","In the last month, how often have you felt that you were unable
to control the important things in your life?","In the last month, how often have you felt nervous and “stressed”?","In the last month, how often have you felt confident about your ability
to handle your personal problems?","In the last month, how often have you felt that things
were going your way?","In the last month, how often have you found that you could not cope
with all the things that you had to do?","In the last month, how often have you been able
to control irritations in your life?","In the last month, how often have you felt that you were on top of things?","In the last month, how often have you been angered
because of things that were outside of your control?","In the last month, how often have you felt difficulties
were piling up so high that you could not overcome them?","If you are reading this, click ""Never"".","For each item, please answer using the following scale: - 1. When I want to feel more positive emotion (such as joy or amusement), I change what I’m thinking about.","For each item, please answer using the following scale: - 2.  I keep my emotions to myself.","For each item, please answer using the following scale: - 3. When I want to feel less negative emotion (such as sadness or anger), I change what I’m thinking about.","For each item, please answer using the following scale: - 4. When I am feeling positive emotions, I am careful not to express them.","For each item, please answer using the following scale: - 5. When I’m faced with a stressful situation, I make myself think about it in a way that helps me stay calm.","For each item, please answer using the following scale: - 6. I control my emotions by not expressing them.","For each item, please answer using the following scale: - 7. When I want to feel more positive emotion, I change the way I’m thinking about the situation.","For each item, please answer using the following scale: - 8.  I control my emotions by changing the way I think about the situation I’m in.","For each item, please answer using the following scale: - 9. When I am feeling negative emotions, I make sure not to express them.","For each item, please answer using the following scale: - 10. When I want to feel less negative emotion, I change the way I’m thinking about the situation.","I prefer to do things with others rather than on
my own","I prefer to do things the same way over and over
again.","If I try to imagine something, I find it very easy
to create a picture in my mind","I frequently get so strongly absorbed in one
thing that I lose sight of other things.",I often notice small sounds when others do not.,"I usually notice car number plates or similar
strings of information.","Other people frequently tell me that what I’ve
said is impolite, even though I think it is polite.","When I’m reading a story, I can easily imagine
what the characters might look like.",I am fascinated by dates,"In a social group, I can easily keep track of
several different people’s conversations.",I find social situations easy,I tend to notice details that others do not.,I would rather go to a library than a party,I find making up stories easy,"I find myself drawn more strongly to people than
to things.","I tend to have very strong interests which I get
upset about if I can’t pursue.",I enjoy social chit-chat.,"When I talk, it isn’t always easy for others to get
a word in edgewise.",I am fascinated by numbers,"When I’m reading a story, I find it difficult to
work out the characters’ intentions.",I don’t particularly enjoy reading fiction.,I find it hard to make new friends.,I notice patterns in things all the time.,I would rather go to the theatre than a museum.,"It does not upset me if my daily routine is
disturbed.","I frequently find that I don’t know how to keep a
conversation going.","I find it easy to “read between the lines” when
someone is talking to me.","I usually concentrate more on the whole picture,
rather than the small details.","I am not very good at remembering phone
numbers.","I don’t usually notice small changes in a
situation, or a person’s appearance.","If you are reading this, click 'Slightly disagree'","I know how to tell if someone listening to me is
getting bored.",I find it easy to do more than one thing at once.,"When I talk on the phone, I’m not sure when it’s
my turn to speak.",I enjoy doing things spontaneously.,"I am often the last to understand the point of a
joke.","I find it easy to work out what someone is
thinking or feeling just by looking at their face.","If there is an interruption, I can switch back to
what I was doing very quickly.",I am good at social chit-chat.,"People often tell me that I keep going on and on
about the same thing.","When I was young, I used to enjoy playing
games involving pretending with other children.","I like to collect information about categories of
things (e.g. types of car, types of bird, types of
train, types of plant, etc.).","I find it difficult to imagine what it would be
like to be someone else.","I like to plan any activities I participate in
carefully.",I enjoy social occasions.,I find it difficult to work out people’s intentions.,New situations make me anxious.,I enjoy meeting new people.,I am a good diplomat.,"I am not very good at remembering people’s
date of birth.","I find it very easy to play games with children
that involve pretending.",I feel distant from people.,I don't feel related to most people.,I feel like an outsider.,I see myself as a loner.,I feel disconnected from the world around me.,I don't feel I participate with anyone or any group.,I feel close to people.,"Even around people I know, I don't feel that I really belong.",I am able to relate to my peers.,I catch myself losing a sense of connectedness with society.,I am able to connect with other people.,I feel understood by the people I know.,I see people as friendly and approachable.,I fit in well in new situations.,I have little sense of togetherness with my peers.,My friends feel like family.,I find myself actively involved in people's lives.,"Even among my friends, there is no sense of brotherhood/sisterhood.",I am in tune with the world.,I feel comfortable in the presence of strangers.,"If other people don't seem to accept me, I don't let it bother me.

1 = Strongly disagree 2 = Moderately disagree 3 = Neither agree nor disagree 4 = Moderately agree 5 = Strongly agree","I try hard not to do thing that will make other people avoid or reject me.

1 = Strongly disagree 2 = Moderately disagree 3 = Neither agree nor disagree 4 = Moderately agree 5 = Strongly agree","I seldom worry about whether other people care about me.

1 = Strongly disagree 2 = Moderately disagree 3 = Neither agree nor disagree 4 = Moderately agree 5 = Strongly agree","I need to feel that there are people I can turn to in times of need.

1 = Strongly disagree 2 = Moderately disagree 3 = Neither agree nor disagree 4 = Moderately agree 5 = Strongly agree","I want other people to accept me.

1 = Strongly disagree 2 = Moderately disagree 3 = Neither agree nor disagree 4 = Moderately agree 5 = Strongly agree","If you are reading this, click 'Definitely disagree'","I do not like being alone.

1 = Strongly disagree 2 = Moderately disagree 3 = Neither agree nor disagree 4 = Moderately agree 5 = Strongly agree","Being apart from my friends for long periods of time does not bother me.

1 = Strongly disagree 2 = Moderately disagree 3 = Neither agree nor disagree 4 = Moderately agree 5 = Strongly agree","I have a strong need to belong.

1 = Strongly disagree 2 = Moderately disagree 3 = Neither agree nor disagree 4 = Moderately agree 5 = Strongly agree","It bothers me a great deal when I am not included in other people's plans.

1 = Strongly disagree 2 = Moderately disagree 3 = Neither agree nor disagree 4 = Moderately agree 5 = Strongly agree","My feelings are easily hurt when I feel that others do not accept me.

1 = Strongly disagree 2 = Moderately disagree 3 = Neither agree nor disagree 4 = Moderately agree 5 = Strongly agree",I enjoy being around people who think I am an important and exciting person,I enjoy treating others fairly,I enjoy making someone angry,I enjoy going to parties,I enjoy being nice to someone only if I gain something out of it,I enjoy feeling emotionally connected to someone,I enjoy it if others look up to me,I enjoy tricking someone out of something,I enjoy having erotic relationships,I enjoy being a member of a group/club,I enjoy being around people who are impressed with who I am and what I do,I enjoy letting someone else tell me what to do,I enjoy having many sexual experiences,I enjoy embarrassing others,I enjoy many people wanting to invite me to their social events,I enjoy keeping promises I make to others,I enjoy seeing others get hurt,I enjoy achieving recognition from others,"I enjoy it if someone accepts me as I am, no matter what",I enjoy having an active sex life,I enjoy someone else making decisions for me,I enjoy making someone feel happy,I enjoy following someone else's rules,PROLIFIC_PID,Create New Field or Choose From Dropdown...
"{""ImportId"":""startDate"",""timeZone"":""America/Denver""}","{""ImportId"":""endDate"",""timeZone"":""America/Denver""}","{""ImportId"":""status""}","{""ImportId"":""ipAddress""}","{""ImportId"":""progress""}","{""ImportId"":""duration""}","{""ImportId"":""finished""}","{""ImportId"":""recordedDate"",""timeZone"":""America/Denver""}","{""ImportId"":""_recordId""}","{""ImportId"":""recipientLastName""}","{""ImportId"":""recipientFirstName""}","{""ImportId"":""recipientEmail""}","{""ImportId"":""externalDataReference""}","{""ImportId"":""locationLatitude""}","{""ImportId"":""locationLongitude""}","{""ImportId"":""distributionChannel""}","{""ImportId"":""userLanguage""}","{""ImportId"":""QID378""}","{""ImportId"":""QID380""}","{""ImportId"":""QID497_TEXT""}","{""ImportId"":""QID370_TEXT""}","{""ImportId"":""QID371""}","{""ImportId"":""QID372""}","{""ImportId"":""QID501""}","{""ImportId"":""QID373""}","{""ImportId"":""QID9""}","{""ImportId"":""QID10""}","{""ImportId"":""QID12""}","{""ImportId"":""QID13""}","{""ImportId"":""QID15""}","{""ImportId"":""QID16""}","{""ImportId"":""QID18""}","{""ImportId"":""QID19""}","{""ImportId"":""QID21""}","{""ImportId"":""QID22""}","{""ImportId"":""QID24""}","{""ImportId"":""QID25""}","{""ImportId"":""QID27""}","{""ImportId"":""QID28""}","{""ImportId"":""QID30""}","{""ImportId"":""QID31""}","{""ImportId"":""QID3""}","{""ImportId"":""QID4""}","{""ImportId"":""QID5""}","{""ImportId"":""QID6""}","{""ImportId"":""QID199""}","{""ImportId"":""QID200""}","{""ImportId"":""QID201""}","{""ImportId"":""QID202""}","{""ImportId"":""QID203""}","{""ImportId"":""QID204""}","{""ImportId"":""QID205""}","{""ImportId"":""QID206""}","{""ImportId"":""QID207""}","{""ImportId"":""QID208""}","{""ImportId"":""QID500""}","{""ImportId"":""QID62_1""}","{""ImportId"":""QID62_11""}","{""ImportId"":""QID62_12""}","{""ImportId"":""QID62_13""}","{""ImportId"":""QID62_14""}","{""ImportId"":""QID62_15""}","{""ImportId"":""QID62_16""}","{""ImportId"":""QID62_17""}","{""ImportId"":""QID62_18""}","{""ImportId"":""QID62_19""}","{""ImportId"":""QID64""}","{""ImportId"":""QID65""}","{""ImportId"":""QID66""}","{""ImportId"":""QID67""}","{""ImportId"":""QID68""}","{""ImportId"":""QID69""}","{""ImportId"":""QID70""}","{""ImportId"":""QID71""}","{""ImportId"":""QID72""}","{""ImportId"":""QID73""}","{""ImportId"":""QID74""}","{""ImportId"":""QID75""}","{""ImportId"":""QID76""}","{""ImportId"":""QID77""}","{""ImportId"":""QID78""}","{""ImportId"":""QID79""}","{""ImportId"":""QID80""}","{""ImportId"":""QID81""}","{""ImportId"":""QID82""}","{""ImportId"":""QID83""}","{""ImportId"":""QID84""}","{""ImportId"":""QID85""}","{""ImportId"":""QID86""}","{""ImportId"":""QID87""}","{""ImportId"":""QID88""}","{""ImportId"":""QID89""}","{""ImportId"":""QID90""}","{""ImportId"":""QID91""}","{""ImportId"":""QID92""}","{""ImportId"":""QID152""}","{""ImportId"":""QID153""}","{""ImportId"":""QID154""}","{""ImportId"":""QID155""}","{""ImportId"":""QID156""}","{""ImportId"":""QID157""}","{""ImportId"":""QID158""}","{""ImportId"":""QID159""}","{""ImportId"":""QID160""}","{""ImportId"":""QID161""}","{""ImportId"":""QID162""}","{""ImportId"":""QID163""}","{""ImportId"":""QID164""}","{""ImportId"":""QID165""}","{""ImportId"":""QID166""}","{""ImportId"":""QID167""}","{""ImportId"":""QID168""}","{""ImportId"":""QID169""}","{""ImportId"":""QID170""}","{""ImportId"":""QID171""}","{""ImportId"":""QID172""}","{""ImportId"":""QID173""}","{""ImportId"":""QID326""}","{""ImportId"":""QID327""}","{""ImportId"":""QID328""}","{""ImportId"":""QID329""}","{""ImportId"":""QID330""}","{""ImportId"":""QID331""}","{""ImportId"":""QID332""}","{""ImportId"":""QID333""}","{""ImportId"":""QID334""}","{""ImportId"":""QID335""}","{""ImportId"":""QID336""}","{""ImportId"":""QID337""}","{""ImportId"":""QID338""}","{""ImportId"":""QID339""}","{""ImportId"":""QID340""}","{""ImportId"":""QID341""}","{""ImportId"":""QID342""}","{""ImportId"":""QID343""}","{""ImportId"":""QID344""}","{""ImportId"":""QID345""}","{""ImportId"":""QID292""}","{""ImportId"":""QID301""}","{""ImportId"":""QID300""}","{""ImportId"":""QID299""}","{""ImportId"":""QID298""}","{""ImportId"":""QID502""}","{""ImportId"":""QID297""}","{""ImportId"":""QID296""}","{""ImportId"":""QID295""}","{""ImportId"":""QID294""}","{""ImportId"":""QID293""}","{""ImportId"":""QID256""}","{""ImportId"":""QID257""}","{""ImportId"":""QID259""}","{""ImportId"":""QID260""}","{""ImportId"":""QID261""}","{""ImportId"":""QID262""}","{""ImportId"":""QID263""}","{""ImportId"":""QID264""}","{""ImportId"":""QID265""}","{""ImportId"":""QID266""}","{""ImportId"":""QID267""}","{""ImportId"":""QID268""}","{""ImportId"":""QID269""}","{""ImportId"":""QID270""}","{""ImportId"":""QID271""}","{""ImportId"":""QID272""}","{""ImportId"":""QID273""}","{""ImportId"":""QID274""}","{""ImportId"":""QID275""}","{""ImportId"":""QID276""}","{""ImportId"":""QID277""}","{""ImportId"":""QID278""}","{""ImportId"":""QID279""}","{""ImportId"":""PROLIFIC_PID""}","{""ImportId"":""Create New Field or Choose From Dropdown...""}"
2023-06-05 12:36:30,2023-06-05 12:40:47,0,98.213.51.164,100,256,1,2023-06-05 12:40:47,R_2WI1ZcAhiPZEWJk,,,,,42.0311,-87.6858,anonymous,EN,1,1,6129cc7a565c9c03752802fa,26,2,1,2,2,5,6,3,3,2,3,3,3,6,3,3,6,2,6,2,6,4,4,4,2,3,2,2,3,2,3,4,3,2,3,0,5,4,5,5,5,5,4,5,5,5,3,2,3,3,2,3,3,2,2,3,2,3,3,2,3,2,3,3,2,2,3,2,3,3,4,2,1,3,2,4,3,2,3,2,2,1,4,3,4,2,3,2,3,2,2,2,2,2,3,1,2,4,3,4,4,5,4,5,5,5,5,4,3,5,2,3,4,4,4,2,4,4,3,3,4,4,4,4,3,4,4,4,5,6,3,2,3,6,5,3,5,3,4,5,5,2,5,6,1,6,3,6,5,6,5,6129cc7a565c9c03752802fa,
2023-06-05 12:36:13,2023-06-05 12:42:07,0,24.23.106.158,100,353,1,2023-06-05 12:42:08,R_2ca3gmxv8Pdj2h3,,,,,40.4236,-79.9825,anonymous,EN,1,1,63d3f99eac52371a49e65825,26,2,1,2,2,5,4,6,3,3,6,4,4,3,6,4,3,4,4,6,5,4,3,3,4,2,2,4,2,2,2,3,3,4,1,0,5,4,5,3,3,4,3,5,4,4,2,3,3,2,3,1,1,1,2,2,2,2,2,3,3,2,2,2,2,2,4,2,2,3,4,2,2,2,4,3,3,2,2,2,2,2,3,2,2,2,2,3,2,2,2,2,1,2,2,2,2,4,3,5,4,5,3,4,4,4,4,3,4,4,4,3,4,5,2,4,3,2,2,2,3,2,4,2,2,2,1,1,6,7,1,7,7,7,7,6,5,7,6,7,6,6,7,5,2,5,5,7,7,6,6,63d3f99eac52371a49e65825,
2023-06-05 12:37:59,2023-06-05 12:44:10,0,144.121.251.14,100,370,1,2023-06-05 12:44:10,R_1Q0GHdotaoQVjeZ,,,,,41.5362,-72.0833,anonymous,EN,1,1,5dcfc4a09595a10cd3ef3e59,23,2,4,2,2,4,4,4,4,4,5,5,3,2,4,3,2,5,3,4,2,4,4,5,4,1,0,2,3,3,0,3,4,0,0,0,5,1,6,1,5,1,6,6,1,5,1,2,2,4,4,4,4,2,4,2,3,3,4,4,2,3,2,3,3,4,4,2,3,1,3,2,2,2,1,3,3,2,2,3,1,4,2,2,3,3,1,3,4,3,2,3,1,2,2,4,2,2,1,1,1,1,1,5,1,4,1,6,5,6,4,1,6,5,1,4,3,1,4,1,5,5,4,2,1,4,4,4,6,7,1,6,3,7,5,1,4,6,5,5,3,2,6,7,1,6,7,5,5,7,5,5dcfc4a09595a10cd3ef3e59,
2023-06-05 12:35:55,2023-06-05 12:45:59,0,71.196.155.183,100,604,1,2023-06-05 12:46:00,R_3oLXnNQXyUAtdUv,,,,,40.05,-105.217,anonymous,EN,1,1,61006f43a84b82fb439d7cba,26,2,1,2,2,2,4,4,6,3,3,4,3,3,4,3,6,6,4,6,2,3,4,5,4,2,2,4,2,2,2,2,1,3,3,0,5,2,3,2,4,2,4,4,5,5,3,1,1,2,4,2,4,2,4,2,2,2,3,4,2,2,2,3,3,4,4,3,1,2,3,3,1,2,2,3,3,1,1,3,4,3,1,3,2,3,3,3,3,2,1,3,1,3,2,3,3,2,2,3,3,2,1,4,2,6,2,5,6,4,3,1,6,6,1,4,3,4,2,2,5,4,4,3,3,3,4,3,5,6,1,5,3,7,6,1,3,6,5,6,3,1,6,6,1,6,7,6,1,7,5,61006f43a84b82fb439d7cba,
2023-06-05 12:38:07,2023-06-05 12:48:46,0,24.224.69.98,100,639,1,2023-06-05 12:48:47,R_11X96cJ5YkT9Idc,,,,,35.474,-80.8729,anonymous,EN,1,1,62a1ed3d1357f3e033ae44f9,23,1,1,2,1,2,4,5,6,1,4,5,3,1,4,5,3,1,4,5,3,4,4,4,4,2,2,3,2,2,2,3,2,3,1,0,5,5,5,6,5,4,5,5,5,5,3,2,2,1,2,3,2,1,3,2,2,2,3,2,3,3,2,2,3,3,3,3,2,2,2,2,1,2,1,3,3,2,3,4,2,4,3,2,2,2,1,3,1,2,2,2,3,1,2,1,2,2,2,2,2,2,2,5,2,5,2,4,5,5,5,4,4,4,2,5,4,3,3,2,3,2,4,4,2,3,3,3,5,5,2,5,3,6,6,3,6,6,6,2,7,2,5,5,1,5,6,7,3,6,6,62a1ed3d1357f3e033ae44f9,
2023-06-05 12:38:33,2023-06-05 12:50:40,0,192.24.188.21,100,726,1,2023-06-05 12:50:40,R_0MMJik8ROrQwjXb,,,,,39.0705,-84.516,anonymous,EN,1,1,63d5e3bf4a739d1158b9ce64,35,2,1,2,2,1,4,6,5,5,4,3,2,1,4,4,3,3,4,6,5,4,1,2,2,4,4,4,0,1,3,1,1,3,4,0,5,3,2,2,4,2,5,2,2,3,2,1,2,2,1,3,4,1,3,3,4,1,1,1,2,2,3,3,4,4,4,2,3,2,4,1,3,2,2,3,3,1,1,1,1,2,2,2,3,2,1,2,4,2,1,2,2,2,2,3,1,4,5,6,6,4,5,3,3,4,4,5,5,5,3,3,6,4,1,3,3,1,4,2,4,5,4,4,3,4,5,5,5,7,1,4,1,7,6,1,4,5,5,4,4,1,5,6,1,5,7,5,4,7,4,63d5e3bf4a739d1158b9ce64,
2023-06-05 12:40:39,2023-06-05 12:51:00,0,74.79.224.2,100,620,1,2023-06-05 12:51:01,R_3hnd5lKyj0FUmsw,,,,,43.0699,-76.1144,anonymous,EN,1,1,5dfac1ba83907981767ce907,31,2,1,2,2,4,5,3,5,2,2,3,5,5,6,6,2,6,5,5,2,4,4,4,4,3,3,3,2,2,2,1,1,2,2,0,5,5,4,4,5,5,5,5,6,4,3,2,2,2,2,3,3,2,3,3,3,3,2,3,3,2,3,3,3,3,2,3,2,3,4,2,2,3,3,3,3,2,3,3,3,2,2,3,3,2,2,2,3,2,2,3,2,2,3,3,2,5,5,5,5,5,5,3,4,3,4,3,3,3,3,3,4,4,3,3,4,2,4,2,4,4,4,3,2,3,3,4,5,5,3,3,3,6,5,2,5,5,5,4,5,2,5,5,2,5,6,5,4,6,4,5dfac1ba83907981767ce907,
2023-06-05 12:39:19,2023-06-05 12:52:46,0,97.99.207.1,100,807,1,2023-06-05 12:52:47,R_2f6sBMR0OkLEFdA,,,,,33.0287,-96.6826,anonymous,EN,1,1,595727bd7c76640001aa8f6e,23,2,1,1,2,6,2,4,3,4,1,4,5,4,2,4,5,4,1,4,1,4,3,4,4,4,0,4,0,1,4,1,4,3,4,0,2,5,2,6,6,6,3,4,6,3,1,1,1,2,1,1,2,2,1,2,3,2,2,2,3,2,3,3,1,2,3,1,1,3,3,1,2,2,3,4,3,1,2,1,1,3,1,3,3,3,3,1,4,1,3,1,1,2,3,3,3,6,6,6,5,6,4,2,6,3,6,2,1,2,3,3,2,3,6,2,2,3,5,4,2,3,4,1,3,4,2,4,5,7,3,5,4,3,5,3,6,6,5,4,5,2,6,5,2,6,6,6,2,7,2,595727bd7c76640001aa8f6e,
