TrialNumber,Partner,Condition,Photos,Feedback,FeedbackWait
1,Riley,Acc,Participant_Images/568d286ab5a2c2000cb6a91c/568d286ab5a2c2000cb6a91c_Images/568d286ab5a2c2000cb6a91c_Image_16.jpeg,did not like,3.613205605
2,Riley,Acc,Participant_Images/568d286ab5a2c2000cb6a91c/568d286ab5a2c2000cb6a91c_Images/568d286ab5a2c2000cb6a91c_Image_30.jpeg,liked,4.988446431
3,Riley,Acc,Participant_Images/568d286ab5a2c2000cb6a91c/568d286ab5a2c2000cb6a91c_Images/568d286ab5a2c2000cb6a91c_Image_14.jpeg,did not like,3.470791822
4,Riley,Acc,Participant_Images/568d286ab5a2c2000cb6a91c/568d286ab5a2c2000cb6a91c_Images/568d286ab5a2c2000cb6a91c_Image_27.jpeg,did not like,3.820572462
5,Riley,Acc,Participant_Images/568d286ab5a2c2000cb6a91c/568d286ab5a2c2000cb6a91c_Images/568d286ab5a2c2000cb6a91c_Image_24.jpeg,liked,2.455989137
6,Riley,Acc,Participant_Images/568d286ab5a2c2000cb6a91c/568d286ab5a2c2000cb6a91c_Images/568d286ab5a2c2000cb6a91c_Image_3.jpeg,liked,3.79605092
7,Riley,Acc,Participant_Images/568d286ab5a2c2000cb6a91c/568d286ab5a2c2000cb6a91c_Images/568d286ab5a2c2000cb6a91c_Image_13.jpeg,liked,3.562416326
8,Riley,Acc,Participant_Images/568d286ab5a2c2000cb6a91c/568d286ab5a2c2000cb6a91c_Images/568d286ab5a2c2000cb6a91c_Image_5.jpeg,liked,2.843822497
9,Riley,Acc,Participant_Images/568d286ab5a2c2000cb6a91c/568d286ab5a2c2000cb6a91c_Images/568d286ab5a2c2000cb6a91c_Image_29.jpeg,liked,3.546495948
10,Riley,Acc,Participant_Images/568d286ab5a2c2000cb6a91c/568d286ab5a2c2000cb6a91c_Images/568d286ab5a2c2000cb6a91c_Image_17.jpeg,did not like,1.672012706
11,Riley,Acc,Participant_Images/568d286ab5a2c2000cb6a91c/568d286ab5a2c2000cb6a91c_Images/568d286ab5a2c2000cb6a91c_Image_26.jpeg,liked,4.942172136
