TrialNumber,Partner,Condition,Photos,Feedback,FeedbackWait
1,Taylor,Acc,Participant_Images/632a2b88ee7ba45758fde30b/632a2b88ee7ba45758fde30b_Images/632a2b88ee7ba45758fde30b_Image_4.jpeg,did not like,3.613205605
2,Taylor,Acc,Participant_Images/632a2b88ee7ba45758fde30b/632a2b88ee7ba45758fde30b_Images/632a2b88ee7ba45758fde30b_Image_11.jpeg,liked,4.988446431
3,Taylor,Acc,Participant_Images/632a2b88ee7ba45758fde30b/632a2b88ee7ba45758fde30b_Images/632a2b88ee7ba45758fde30b_Image_22.jpeg,did not like,3.470791822
4,Taylor,Acc,Participant_Images/632a2b88ee7ba45758fde30b/632a2b88ee7ba45758fde30b_Images/632a2b88ee7ba45758fde30b_Image_20.jpeg,did not like,3.820572462
5,Taylor,Acc,Participant_Images/632a2b88ee7ba45758fde30b/632a2b88ee7ba45758fde30b_Images/632a2b88ee7ba45758fde30b_Image_12.jpeg,liked,2.455989137
6,Taylor,Acc,Participant_Images/632a2b88ee7ba45758fde30b/632a2b88ee7ba45758fde30b_Images/632a2b88ee7ba45758fde30b_Image_25.jpeg,liked,3.79605092
7,Taylor,Acc,Participant_Images/632a2b88ee7ba45758fde30b/632a2b88ee7ba45758fde30b_Images/632a2b88ee7ba45758fde30b_Image_7.jpeg,liked,3.562416326
8,Taylor,Acc,Participant_Images/632a2b88ee7ba45758fde30b/632a2b88ee7ba45758fde30b_Images/632a2b88ee7ba45758fde30b_Image_13.jpeg,liked,2.843822497
9,Taylor,Acc,Participant_Images/632a2b88ee7ba45758fde30b/632a2b88ee7ba45758fde30b_Images/632a2b88ee7ba45758fde30b_Image_16.jpeg,liked,3.546495948
10,Taylor,Acc,Participant_Images/632a2b88ee7ba45758fde30b/632a2b88ee7ba45758fde30b_Images/632a2b88ee7ba45758fde30b_Image_30.jpeg,liked,1.672012706
11,Taylor,Acc,Participant_Images/632a2b88ee7ba45758fde30b/632a2b88ee7ba45758fde30b_Images/632a2b88ee7ba45758fde30b_Image_2.jpeg,did not like,4.942172136
12,Taylor,Acc,Participant_Images/632a2b88ee7ba45758fde30b/632a2b88ee7ba45758fde30b_Images/632a2b88ee7ba45758fde30b_Image_3.jpeg,did not like,2.50187214
13,Taylor,Acc,Participant_Images/632a2b88ee7ba45758fde30b/632a2b88ee7ba45758fde30b_Images/632a2b88ee7ba45758fde30b_Image_6.jpeg,liked,2.071164779
14,Taylor,Acc,Participant_Images/632a2b88ee7ba45758fde30b/632a2b88ee7ba45758fde30b_Images/632a2b88ee7ba45758fde30b_Image_27.jpeg,liked,5.336503566
15,Taylor,Acc,Participant_Images/632a2b88ee7ba45758fde30b/632a2b88ee7ba45758fde30b_Images/632a2b88ee7ba45758fde30b_Image_26.jpeg,liked,2.642157193
16,Taylor,Acc,Participant_Images/632a2b88ee7ba45758fde30b/632a2b88ee7ba45758fde30b_Images/632a2b88ee7ba45758fde30b_Image_24.jpeg,liked,4.456234322
17,Taylor,Acc,Participant_Images/632a2b88ee7ba45758fde30b/632a2b88ee7ba45758fde30b_Images/632a2b88ee7ba45758fde30b_Image_18.jpeg,liked,4.438512181
18,Taylor,Acc,Participant_Images/632a2b88ee7ba45758fde30b/632a2b88ee7ba45758fde30b_Images/632a2b88ee7ba45758fde30b_Image_29.jpeg,did not like,2.682944783
19,Taylor,Acc,Participant_Images/632a2b88ee7ba45758fde30b/632a2b88ee7ba45758fde30b_Images/632a2b88ee7ba45758fde30b_Image_10.jpeg,liked,4.51984296
20,Taylor,Acc,Participant_Images/632a2b88ee7ba45758fde30b/632a2b88ee7ba45758fde30b_Images/632a2b88ee7ba45758fde30b_Image_28.jpeg,did not like,3.195382774
21,Taylor,Acc,Participant_Images/632a2b88ee7ba45758fde30b/632a2b88ee7ba45758fde30b_Images/632a2b88ee7ba45758fde30b_Image_5.jpeg,liked,1.779333479
22,Taylor,Acc,Participant_Images/632a2b88ee7ba45758fde30b/632a2b88ee7ba45758fde30b_Images/632a2b88ee7ba45758fde30b_Image_21.jpeg,liked,4.312468682
23,Taylor,Acc,Participant_Images/632a2b88ee7ba45758fde30b/632a2b88ee7ba45758fde30b_Images/632a2b88ee7ba45758fde30b_Image_9.jpeg,liked,4.940433059
24,Taylor,Acc,Participant_Images/632a2b88ee7ba45758fde30b/632a2b88ee7ba45758fde30b_Images/632a2b88ee7ba45758fde30b_Image_19.jpeg,did not like,2.7105123
25,Taylor,Acc,Participant_Images/632a2b88ee7ba45758fde30b/632a2b88ee7ba45758fde30b_Images/632a2b88ee7ba45758fde30b_Image_23.jpeg,liked,3.602308302
26,Taylor,Acc,Participant_Images/632a2b88ee7ba45758fde30b/632a2b88ee7ba45758fde30b_Images/632a2b88ee7ba45758fde30b_Image_15.jpeg,liked,4.106391878
27,Taylor,Acc,Participant_Images/632a2b88ee7ba45758fde30b/632a2b88ee7ba45758fde30b_Images/632a2b88ee7ba45758fde30b_Image_1.jpeg,liked,3.799433026
28,Taylor,Acc,Participant_Images/632a2b88ee7ba45758fde30b/632a2b88ee7ba45758fde30b_Images/632a2b88ee7ba45758fde30b_Image_14.jpeg,liked,5.246980764
29,Taylor,Acc,Participant_Images/632a2b88ee7ba45758fde30b/632a2b88ee7ba45758fde30b_Images/632a2b88ee7ba45758fde30b_Image_8.jpeg,liked,3.30081769
30,Taylor,Acc,Participant_Images/632a2b88ee7ba45758fde30b/632a2b88ee7ba45758fde30b_Images/632a2b88ee7ba45758fde30b_Image_17.jpeg,did not like,1.661473164
31,Alex,Rej,Participant_Images/632a2b88ee7ba45758fde30b/632a2b88ee7ba45758fde30b_Images/632a2b88ee7ba45758fde30b_Image_22.jpeg,did not like,3.613205605
32,Alex,Rej,Participant_Images/632a2b88ee7ba45758fde30b/632a2b88ee7ba45758fde30b_Images/632a2b88ee7ba45758fde30b_Image_20.jpeg,did not like,4.988446431
33,Alex,Rej,Participant_Images/632a2b88ee7ba45758fde30b/632a2b88ee7ba45758fde30b_Images/632a2b88ee7ba45758fde30b_Image_21.jpeg,liked,3.470791822
34,Alex,Rej,Participant_Images/632a2b88ee7ba45758fde30b/632a2b88ee7ba45758fde30b_Images/632a2b88ee7ba45758fde30b_Image_11.jpeg,liked,3.820572462
35,Alex,Rej,Participant_Images/632a2b88ee7ba45758fde30b/632a2b88ee7ba45758fde30b_Images/632a2b88ee7ba45758fde30b_Image_23.jpeg,liked,2.455989137
36,Alex,Rej,Participant_Images/632a2b88ee7ba45758fde30b/632a2b88ee7ba45758fde30b_Images/632a2b88ee7ba45758fde30b_Image_3.jpeg,did not like,3.79605092
37,Alex,Rej,Participant_Images/632a2b88ee7ba45758fde30b/632a2b88ee7ba45758fde30b_Images/632a2b88ee7ba45758fde30b_Image_10.jpeg,did not like,3.562416326
38,Alex,Rej,Participant_Images/632a2b88ee7ba45758fde30b/632a2b88ee7ba45758fde30b_Images/632a2b88ee7ba45758fde30b_Image_25.jpeg,liked,2.843822497
39,Alex,Rej,Participant_Images/632a2b88ee7ba45758fde30b/632a2b88ee7ba45758fde30b_Images/632a2b88ee7ba45758fde30b_Image_2.jpeg,did not like,3.546495948
40,Alex,Rej,Participant_Images/632a2b88ee7ba45758fde30b/632a2b88ee7ba45758fde30b_Images/632a2b88ee7ba45758fde30b_Image_8.jpeg,did not like,1.672012706
